ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
5,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13,2982,168.5,7,15.25,Toyota
4045,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598,103.6,5,4.25,Volkswagen
4883,Maruti Wagon R LXI Minor,Pune,2009,70966.68217,Petrol,Manual,First,18.9,998,67.1,5,1.69,Maruti
3157,Mahindra XUV500 W8 2WD,Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140,7,7.83,Mahindra
4432,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498,98.6,5,4,Honda
3832,Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,70933,Diesel,Manual,First,21.9,1396,88.76,5,3.9,Hyundai
2318,Volkswagen Polo 1.5 TDI Highline,,2014,70920,Diesel,Manual,First,20.14,1498,88.8,5,4.75,Volkswagen
3534,Mercedes-Benz E-Class E 350 d,Coimbatore,2019,70861.18502,Diesel,Automatic,First,18,2987,258,5,78.8,Mercedes-Benz
3404,Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,Petrol,Automatic,First,16.95,1197,78.9,5,3.1,Hyundai
3044,BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995,154,5,9.86,BMW
4970,Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,Diesel,Manual,First,22.32,1582,126.32,5,4.28,Hyundai
869,Toyota Innova Crysta 2.7 GX MT,Bangalore,2012,70704,Petrol,Manual,First,11.25,2694,163.7,7,10.95,Toyota
2109,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494,100,8,4.75,Toyota
446,Hyundai Verna 1.6 SX,Jaipur,2012,70676.3157,Diesel,Manual,First,22.32,1582,126.32,5,5.75,Hyundai
371,Chevrolet Cruze LTZ,Chennai,2011,70657.47919,Diesel,Manual,Third,18.3,1991,147.9,5,4.2,Chevrolet
1976,Volkswagen Vento Petrol Comfortline,Kolkata,2015,70623,Petrol,Manual,First,15.04,1598,103.6,5,3.99,Volkswagen
3738,Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197,78.9,5,2.8,Hyundai
243,BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497,215,5,10.3,BMW
560,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1193,64.1,5,1.5,Tata
4346,Maruti Swift VDI BSIV W ABS,Coimbatore,2016,70478,Diesel,Manual,First,17.8,1248,74,5,6.86,Maruti
1931,Honda Amaze S i-Dtech,Bangalore,2013,70452.12075,Diesel,Manual,First,25.8,1498,98.6,5,4.75,Honda
3125,Ford Figo Diesel,,2015,70436,Diesel,Manual,First,20,1498,99,5,3.6,Ford
835,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,First,12.05,2179,120,8,7.65,Mahindra
2088,Ford Figo Diesel ZXI,Hyderabad,2010,70337,Diesel,Manual,First,20,1399,68,5,2.8,Ford
4276,Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,Diesel,Manual,First,21.12,1248,88.8,5,2.95,Tata
950,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,70241.91173,Diesel,Manual,First,21.64,1461,84.8,5,4.05,Nissan
2556,Maruti Ertiga ZXI,Mumbai,2012,70205.19182,Petrol,Manual,Second,17.5,1373,91.1,7,5.15,Maruti
4699,Toyota Corolla Altis VL,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798,138.1,5,5,Toyota
426,Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968,174.33,5,23.99,Audi
1502,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54,1598,103.6,5,5.25,Volkswagen
715,Audi A4 2.0 TDI 177 Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5,18,Audi
4984,BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995,190,5,10.3,BMW
533,Ford Figo 2015-2019 1.5D Ambiente MT,,2016,70000,Diesel,Manual,First,25.83,1498,99,5,4.6,Ford
2743,Honda City 1.5 S MT,Mumbai,2009,70000,Petrol,Manual,First,17,1497,118,5,2.1,Honda
1888,Honda City ZX VTEC,Mumbai,2007,70000,Petrol,Manual,First,16.9,1497,100,5,1.55,Honda
2813,Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,Petrol,Manual,First,13.1,1997,141.1,5,4,Honda
2344,Hyundai Creta 1.6 CRDi SX Option,Pune,2015,70000,Diesel,Manual,First,19.67,1582,126.2,5,12.25,Hyundai
73,Hyundai EON Era Plus,Jaipur,2016,70000,Petrol,Manual,First,21.1,814,55.2,5,3,Hyundai
2601,Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1,814,55.2,5,1.8,Hyundai
4224,Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5,2,Hyundai
1517,Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,20.36,1197,78.9,5,3.15,Hyundai
3153,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9,1396,88.8,5,4,Hyundai
4188,Hyundai Santro LS zipPlus,Chennai,2008,70000,Petrol,Manual,Third,13,1086,62,5,0.65,Hyundai
2883,Hyundai Verna 1.6 VTVT,,2013,70000,Petrol,Manual,First,17.01,1591,121.3,5,4.75,Hyundai
3841,Hyundai Verna CRDi,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493,110,5,5.1,Hyundai
444,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,12.97,2179,187.7,5,35,Land
778,Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,14,2498,112,7,2.85,Mahindra
4625,Maruti A-Star Vxi,,2011,70000,Petrol,Manual,First,19,998,66.1,5,2,Maruti
1966,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5,2.1,Maruti
3422,Maruti Baleno Vxi,Pune,2005,70000,Petrol,Manual,First,15.4,1590,94,5,1.3,Maruti
760,Maruti Ertiga ZDI,Kolkata,2013,70000,Diesel,Manual,First,20.77,1248,88.8,7,5.45,Maruti
56,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74,5,3.5,Maruti
788,Maruti Wagon R Duo Lxi,Jaipur,2010,70000,LPG,Manual,First,26.2,998,58.2,5,2.27,Maruti
692,Maruti Wagon R LXI BS IV,Mumbai,2010,70000,Petrol,Manual,First,18.9,998,67.1,5,2.1,Maruti
2465,Maruti Wagon R LXI CNG,Pune,2015,70000,CNG,Manual,First,26.2,998,58.2,5,3.65,Maruti
4396,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2010,70000,Diesel,Automatic,First,10,2148,170,5,15.8,Mercedes-Benz
3777,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2009,70000,Diesel,Automatic,First,14.21,2143,203,5,13,Mercedes-Benz
3586,Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,11,2987,198.5,5,11,Mercedes-Benz
1351,Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Diesel,Manual,First,13.5,2477,175.56,7,11.85,Mitsubishi
2600,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461,84.8,5,4,Nissan
1042,Porsche Cayenne Diesel,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240,5,40,Porsche
834,Renault Duster 110PS Diesel RxL,Bangalore,2014,70000,Diesel,Manual,First,19.01,1461,108.45,5,8.25,Renault
2482,Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,Diesel,Manual,First,19.6,1461,108.45,5,8.25,Renault
2710,Renault Koleos 2.0 Diesel,Delhi,2013,70000,Diesel,Automatic,Second,13.73,1995,148,5,8.5,Renault
3124,Skoda Laura RS,Delhi,2011,70000,Petrol,Manual,Second,13.4,1798,157.8,5,4.75,Skoda
3402,Tata Indica V2 DLS BSIII,Pune,2013,70000,Diesel,Manual,First,17.88,1405,48.21,5,1.8,Tata
822,Tata Zest Revotron 1.2T XE,Pune,2017,70000,Petrol,Manual,First,17.57,1193,88.7,5,4.5,Tata
4117,Toyota Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5,3,Toyota
2647,Toyota Corolla DX,Chennai,2003,70000,Petrol,Manual,Second,13.4,1794,125,5,1.7,Toyota
3453,Toyota Etios G,Delhi,2014,70000,Petrol,Manual,First,16.78,1496,88.73,5,3.25,Toyota
2497,Toyota Etios GD,Delhi,2013,70000,Diesel,Manual,First,23.59,1364,67.05,5,3.88,Toyota
2705,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.5,2982,169,7,19.48,Toyota
4381,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,Diesel,Manual,First,12.8,2494,102,8,6,Toyota
892,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2012,70000,Diesel,Manual,First,12.99,2494,100.6,7,12,Toyota
2203,Mahindra XUV500 W8 2WD,Mumbai,2012,69987.59025,Diesel,Manual,First,16,2179,140,7,7.75,Mahindra
2179,Volvo S80 2006-2013 D5,Chennai,2010,69978.44779,Diesel,Automatic,Second,16,2400,215,5,7.25,Volvo
1751,Maruti Alto LXi BSII,Pune,2003,69966,Petrol,Manual,First,19.7,796,46.3,5,0.95,Maruti
3614,Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,15.5,1586,103.3,5,2.83,Maruti
2841,Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,69909.00971,Diesel,Automatic,First,14.74,2993,270.9,5,16.58,Jaguar
4871,Honda Amaze S i-Vtech,Delhi,2014,69876,Petrol,Manual,First,18,1198,86.7,5,3.9,Honda
2403,Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,Manual,Second,14.2,1597,92,5,1.1,Ford
4420,Honda Amaze S i-Dtech,Delhi,2013,69828.93071,Diesel,Manual,First,25.8,1498,98.6,5,3.65,Honda
2215,Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,16,1198,90,5,2.9,Honda
2057,Hyundai i10 Magna 1.2,Jaipur,2013,69734.70697,Petrol,Manual,Second,20.36,1197,78.9,5,3,Hyundai
4847,Honda City ZX GXi,Kochi,2009,69690,Petrol,Manual,First,17.7,1497,78,5,3.29,Honda
1531,Hyundai i20 1.2 Sportz Option,Kochi,2016,69681,Petrol,Manual,First,17,1197,80,5,6.13,Hyundai
2105,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582,126.32,5,5.85,Hyundai
3315,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7,1498,89.84,5,5.55,Ford
3478,Maruti Esteem Vxi,Delhi,2005,69496,Petrol,Manual,First,15.9,1298,85,5,1.1,Maruti
333,Hyundai Creta 1.6 SX,Chennai,2016,69434,Petrol,Manual,First,15.8,1591,121.3,5,8,Hyundai
1130,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,69414.76857,Diesel,Manual,First,21.64,1461,84.8,5,2.59,Nissan
468,BMW 3 Series 320d Highline,Bangalore,2014,69330,Diesel,Automatic,First,16.07,1995,181,5,23.5,BMW
3242,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5,2.65,Maruti
645,Nissan X-Trail SLX AT,Hyderabad,2010,69262.33199,Diesel,Automatic,First,13.29,1995,147.6,5,7.75,Nissan
4458,Maruti Ertiga VXI,,2014,69192,Petrol,Manual,First,16.02,1373,93.7,7,6.25,Maruti
3695,Toyota Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,5.3,Toyota
357,Maruti Swift VDI,Hyderabad,2012,69177.17703,Diesel,Manual,First,22.9,1248,74,5,4.9,Maruti
3840,BMW 3 Series 320d Sport,Mumbai,2012,69146.69262,Diesel,Automatic,Third,22.69,1995,190,5,15,BMW
569,BMW 3 Series 320d Sport Line,,2015,69123,Diesel,Automatic,First,18.88,1995,184,5,19,BMW
1402,Maruti Swift ZDi,Chennai,2012,69120.52339,Diesel,Manual,First,22.9,1248,74,5,4.8,Maruti
4111,Land Rover Range Rover Sport 2005 2012 Sport,Coimbatore,2008,69078,Petrol,Manual,First,14.7,2993,241.4,6,40.88,Land
2411,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197,82,5,5.72,Hyundai
945,Ford Figo Petrol ZXI,Mumbai,2010,69009,Petrol,Manual,Second,15.6,1196,70,5,2.4,Ford
4453,BMW X5 X5 M,Pune,2015,69002,Diesel,Automatic,First,15.97,2993,258,5,50,BMW
2372,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25,Audi
2125,BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995,184,5,18.5,BMW
442,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2017,69000,Diesel,Automatic,First,15.97,2993,258,5,54,BMW
3728,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,69000,Diesel,Manual,First,22.7,1498,89.84,5,5.45,Ford
515,Honda City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497,116.3,5,4.9,Honda
2381,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799,130,5,2.25,Honda
2162,Hyundai i10 Sportz,Bangalore,2010,69000,Petrol,Manual,First,20.36,1197,78.9,5,2.9,Hyundai
4765,Hyundai i20 Magna,Chennai,2015,69000,Petrol,Manual,Second,18.5,1197,80,5,2.4,Hyundai
293,Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,Diesel,Manual,First,25.4,1186,73.97,5,3.55,Hyundai
737,Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,2014,69000,Petrol,Automatic,First,16.9,1197,81.86,5,5.25,Hyundai
1655,Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,First,20.92,998,67.1,5,2.1,Maruti
2292,Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248,74,5,5.75,Maruti
3833,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,Diesel,Manual,First,26.59,1248,74,5,5.9,Maruti
1795,Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248,73.9,5,4.79,Maruti
2135,Maruti Swift VXI BSIV,Mumbai,2008,69000,Petrol,Manual,Second,20.4,1197,81.8,5,2.15,Maruti
2944,Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,Diesel,Automatic,First,9.5,2987,165,5,38,Mercedes-Benz
3525,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5,3,Nissan
4080,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66,5,1.6,Skoda
2253,Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,Diesel,Manual,Second,13,2982,168.5,7,20,Toyota
3680,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755,171.5,7,19.75,Toyota
4261,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498,88.8,5,5.19,Volkswagen
2779,Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,17.21,1197,103.6,5,4.5,Volkswagen
524,Maruti Swift VDI,Chennai,2012,68893.90883,Diesel,Manual,First,22.9,1248,74,5,4.4,Maruti
4882,Nissan Sunny 2011-2014 XL,Kochi,2013,68880,Petrol,Manual,Second,16.95,1498,97.7,5,3.97,Nissan
3693,Volkswagen Polo GT TDI,Pune,2014,68865,Diesel,Manual,First,15.11,1598,103.6,5,4.8,Volkswagen
2407,Mahindra XUV500 W8 2WD,Coimbatore,2014,68803.52916,Diesel,Manual,First,15.1,2179,140,7,10.09,Mahindra
3063,Maruti Swift VDI BSIV,Hyderabad,2013,68800,Diesel,Manual,First,17.8,1248,74,5,5,Maruti
1078,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143,170,5,12.5,Mercedes-Benz
1767,Maruti Ritz VXI,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197,85.8,5,3.9,Maruti
667,Hyundai EON Era Plus,Hyderabad,2015,68764,Petrol,Manual,First,21.1,814,55.2,5,2.9,Hyundai
2569,Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,Diesel,Manual,First,26.21,1248,88.5,5,9.32,Maruti
602,Maruti Ritz VDi,Kolkata,2012,68668.95091,Diesel,Manual,First,23.2,1248,73.94,5,3,Maruti
4979,Maruti SX4 Zxi with Leather BSIII,Chennai,2010,68665.33565,Petrol,Manual,First,15.6,1586,104.68,5,2.8,Maruti
3593,Volkswagen Vento Diesel Highline,Bangalore,2012,68649.40366,Diesel,Manual,First,20.54,1598,103.6,5,5.5,Volkswagen
1521,Renault Duster 110PS Diesel RxZ,Kochi,2014,68598,Diesel,Manual,First,19.01,1461,108.45,5,6.17,Renault
1724,Ford Figo Diesel Titanium,Hyderabad,2012,68578.16773,Diesel,Manual,Second,20,1399,68,5,2.6,Ford
270,Ford Figo Diesel EXI,Jaipur,2012,68527.17945,Diesel,Manual,First,20,1399,68,5,2.51,Ford
272,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23,1396,90,5,7,Hyundai
2566,Porsche Cayenne Turbo S,Mumbai,2010,68518.70741,Petrol,Automatic,Second,11.9,4806,550,5,32,Porsche
102,Maruti Dzire VXI,Kolkata,2011,68469.46574,Petrol,Manual,First,22,1197,81.8,5,2.7,Maruti
4748,Ford Figo Petrol ZXI,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196,70,5,2.95,Ford
3961,Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,23,1396,90,5,3.37,Hyundai
2183,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,5.5,Maruti
4006,Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.98,2494,178.4,5,13.5,Toyota
1307,Maruti A-Star Vxi,Hyderabad,2012,68375,Petrol,Manual,First,19,998,66.1,5,2.5,Maruti
3149,Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,12.55,2982,168.5,7,14,Toyota
4546,Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9,998,67.1,5,2.6,Maruti
1269,Maruti SX4 Green Vxi (CNG),Delhi,2012,68328.98127,CNG,Manual,First,21.4,1586,103.3,5,2.65,Maruti
4964,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982,168.5,7,25.12,Toyota
3034,Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248,74,5,5.95,Maruti
1650,Hyundai Santro Xing GLS,,2008,68282,Petrol,Manual,First,17.92,1086,62.1,5,2.25,Hyundai
1413,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,68243.18711,Diesel,Manual,First,22.7,1498,89.84,5,7.2,Ford
1708,Maruti Swift Dzire VXI,Pune,2014,68218,Petrol,Manual,First,19.1,1197,85.8,5,4.9,Maruti
3965,Chevrolet Beat LS,Chennai,2010,68193.6557,Petrol,Manual,First,18.6,1199,79.4,5,2.19,Chevrolet
4108,Audi A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968,174.33,5,24.74,Audi
4550,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461,108.45,5,8.9,Renault
2930,Maruti Alto LX,,2009,68078,Petrol,Manual,First,19.7,796,46.3,5,1.02,Maruti
464,Toyota Etios G Safety,Delhi,2011,68070.33913,Petrol,Manual,First,17.6,1496,88.7,5,3.2,Toyota
2989,Ford Endeavour 2.5L 4X2 MT,Kochi,2011,68022,Diesel,Manual,First,13.1,2499,141,7,5.86,Ford
2037,Hyundai i20 Sportz 1.2,Bangalore,2014,68010,Petrol,Manual,Second,18.5,1197,82.85,5,5.25,Hyundai
3472,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15,1896,105,5,6.75,Volkswagen
2881,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2009,68001,Petrol,Automatic,Second,10.93,3498,272,5,11.75,Mercedes-Benz
1550,BMW 5 Series 530d Highline Sedan,Ahmedabad,2012,68000,Diesel,Automatic,First,11.5,2993,235,5,18,BMW
634,Ford Ecosport 1.5 DV5 MT Titanium Optional,,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,6.75,Ford
3944,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198,197,7,29.5,Ford
3162,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399,68,5,1.99,Ford
227,Honda City 1.5 S MT,Delhi,2011,68000,Petrol,Manual,First,17,1497,118,5,3.6,Honda
2078,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2015,68000,Petrol,Manual,First,15.29,1591,121.3,5,9.85,Hyundai
492,Hyundai i10 Sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5,1.95,Hyundai
1917,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396,88.76,5,4.4,Hyundai
3701,Hyundai Verna 1.6 VTVT,Pune,2011,68000,Petrol,Manual,First,17.01,1591,121.3,5,3.7,Hyundai
4774,Land Rover Freelander 2 SE,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179,147.51,5,22,Land
4952,Land Rover Freelander 2 SE,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179,147.51,5,15.75,Land
80,Maruti Alto LXi,Chennai,2006,68000,Petrol,Manual,First,19.7,796,46.3,5,1.5,Maruti
2331,Maruti Ertiga ZDI,Delhi,2011,68000,Diesel,Manual,First,25.47,1248,88.5,7,4.85,Maruti
3479,Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7,6.75,Maruti
2673,Maruti Swift Dzire Vdi BSIV,Delhi,2011,68000,Diesel,Manual,First,19.3,1248,73.9,5,2.75,Maruti
974,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22,1197,81.8,5,2.8,Maruti
1489,Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,Manual,First,16.1,1298,88.2,5,2.9,Maruti
1682,Maruti Wagon R LXI BS IV,,2011,68000,Petrol,Manual,First,18.9,998,67.1,5,2.5,Maruti
1480,Mercedes-Benz E-Class E350 CDI,Delhi,2014,68000,Diesel,Automatic,First,13,2987,261.5,5,27.5,Mercedes-Benz
3071,Skoda Laura L n K 1.9 PD AT,Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896,106,5,4.8,Skoda
2477,Toyota Corolla Altis VL AT,Mumbai,2015,68000,Petrol,Automatic,Second,14.28,1798,138.03,5,9.75,Toyota
3973,Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,Diesel,Manual,First,12.8,2494,102,7,6.95,Toyota
3773,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,Second,12.8,2494,102,7,7,Toyota
3667,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199,73.9,5,4.8,Volkswagen
1992,Mahindra XUV500 W6 2WD,Coimbatore,2018,67995,Diesel,Manual,First,16,2179,140,7,11.73,Mahindra
1020,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23,1396,90,5,3.45,Hyundai
137,Maruti Swift Dzire VDi,Hyderabad,2011,67913.64489,Diesel,Manual,First,19.3,1248,73.9,5,4.39,Maruti
390,Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2,1248,74,5,5.63,Maruti
3825,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199,194.3,7,8.38,Hyundai
3052,Ford Fiesta Diesel Style,Chennai,2013,67899.80573,Diesel,Manual,First,23.5,1498,88.7,5,3.5,Ford
3475,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,67854.59632,Diesel,Manual,First,21.9,1396,88.76,5,5.45,Hyundai
2127,Honda CR-V Sport,Hyderabad,2010,67758,Petrol,Manual,First,10.8,2354,170,5,9.5,Honda
2588,BMW 3 Series 320d,Bangalore,2012,67730.3516,Diesel,Automatic,First,22.69,1995,190,5,12.5,BMW
4698,Maruti Swift Dzire VXi,Pune,2010,67634.08702,Petrol,Manual,Second,17.5,1298,85.8,5,2.2,Maruti
4827,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143,203,5,11.5,Mercedes-Benz
65,Maruti Celerio VXI,Bangalore,2015,67600,Petrol,Manual,First,23.1,998,67.04,5,4,Maruti
580,Hyundai i20 1.4 CRDi Sportz,Pune,2011,67593.58951,Diesel,Manual,Second,23,1396,90,5,3.8,Hyundai
2108,Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494,100.6,7,11.99,Toyota
687,Maruti Swift Dzire VDI,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248,74,5,5.17,Maruti
4481,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,67519.50069,Diesel,Manual,Second,13.8,1399,68,5,1,Ford
1764,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,67504.95073,Diesel,Automatic,First,11,2987,258,7,56,Mercedes-Benz
2456,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,Manual,First,13.68,2393,147.8,7,16.5,Toyota
1711,Mahindra Ssangyong Rexton RX7,Pune,2013,67486.73328,Diesel,Automatic,Second,11.18,2696,184,7,8.79,Mahindra
4175,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,16,2179,140,7,14.5,Mahindra
1281,Maruti Ertiga ZDI,,2013,67443,Diesel,Manual,First,20.77,1248,88.8,7,5.75,Maruti
2854,Volkswagen Polo IPL II 1.2 Petrol Highline,Pune,2010,67423.15348,Petrol,Manual,Second,17.24,1198,73.9,5,2.96,Volkswagen
2198,Mahindra Ssangyong Rexton RX7,Kochi,2015,67415,Diesel,Automatic,First,11.18,2696,184,7,11.03,Mahindra
1613,Honda Mobilio RS Option i DTEC,Kochi,2014,67376,Diesel,Manual,First,24.5,1498,98.6,7,6.5,Honda
4902,Honda Mobilio RS i DTEC,Chennai,2014,67370.62904,Diesel,Manual,First,24.5,1498,98.6,7,6.9,Honda
